,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1583,RT @HinduDharma1: Two official statements from Director Communications @WHO Specially for Andbhakts that #COVAXIN was cleared by Independen…, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,0.35714285714285715,0.5714285714285714,positive,0.0,0.909,0.091,0.1027,120,15, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,"['', 'two', 'official', 'statements', 'from', 'director', 'communications', 'specially', 'for', 'andbhakts', 'that', 'covaxin', 'was', 'cleared', 'by', 'independen', '']","['', 'two', 'official', 'statements', 'director', 'communications', 'specially', 'andbhakts', 'covaxin', 'cleared', 'independen', '']","['', 'two', 'offici', 'statement', 'director', 'commun', 'special', 'andbhakt', 'covaxin', 'clear', 'independen', '']"
1584,$OCGN  EUL by @WHO  enables countries to approve very quickly and expedite the use and access for #Covaxin., ocgn  eul by    enables countries to approve very quickly and expedite the use and access for  covaxin ,0.43333333333333335,0.65,neutral,0.0,1.0,0.0,0.0,104,17, ocgn  eul by    enables countries to approve very quickly and expedite the use and access for  covaxin ,"['', 'ocgn', 'eul', 'by', 'enables', 'countries', 'to', 'approve', 'very', 'quickly', 'and', 'expedite', 'the', 'use', 'and', 'access', 'for', 'covaxin', '']","['', 'ocgn', 'eul', 'enables', 'countries', 'approve', 'quickly', 'expedite', 'use', 'access', 'covaxin', '']","['', 'ocgn', 'eul', 'enabl', 'countri', 'approv', 'quickli', 'expedit', 'use', 'access', 'covaxin', '']"
1585,RT @HinduDharma1: Two official statements from Director Communications @WHO Specially for Andbhakts that #COVAXIN was cleared by Independen…, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,0.35714285714285715,0.5714285714285714,positive,0.0,0.909,0.091,0.1027,120,15, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,"['', 'two', 'official', 'statements', 'from', 'director', 'communications', 'specially', 'for', 'andbhakts', 'that', 'covaxin', 'was', 'cleared', 'by', 'independen', '']","['', 'two', 'official', 'statements', 'director', 'communications', 'specially', 'andbhakts', 'covaxin', 'cleared', 'independen', '']","['', 'two', 'offici', 'statement', 'director', 'commun', 'special', 'andbhakt', 'covaxin', 'clear', 'independen', '']"
1586,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
1587,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
1588,RT @maryashakil: Made in India #COVAXIN gets #WHO nod, made in india  covaxin gets  who nod,0.0,0.0,neutral,0.0,1.0,0.0,0.0,37,7, made in india  covaxin gets  who nod,"['', 'made', 'in', 'india', 'covaxin', 'gets', 'who', 'nod']","['', 'made', 'india', 'covaxin', 'gets', 'nod']","['', 'made', 'india', 'covaxin', 'get', 'nod']"
1589,$OCGN #Covaxin shoved 93% efficacy against severe diseases., ocgn  covaxin shoved 93  efficacy against severe diseases ,0.0,0.0,negative,0.271,0.729,0.0,-0.3818,59,8, ocgn  covaxin shoved   efficacy against severe diseases ,"['', 'ocgn', 'covaxin', 'shoved', 'efficacy', 'against', 'severe', 'diseases', '']","['', 'ocgn', 'covaxin', 'shoved', 'efficacy', 'severe', 'diseases', '']","['', 'ocgn', 'covaxin', 'shove', 'efficaci', 'sever', 'diseas', '']"
1590,$OCGN the predominant variant present was Delta Variant and #Covaxin showed to have a efficacy of approximately 70%… https://t.co/VBQXTQ9Hjd, ocgn the predominant variant present was delta variant and  covaxin showed to have a efficacy of approximately 70    ,-0.2,0.3,neutral,0.0,1.0,0.0,0.0,118,18, ocgn the predominant variant present was delta variant and  covaxin showed to have a efficacy of approximately     ,"['', 'ocgn', 'the', 'predominant', 'variant', 'present', 'was', 'delta', 'variant', 'and', 'covaxin', 'showed', 'to', 'have', 'a', 'efficacy', 'of', 'approximately', '']","['', 'ocgn', 'predominant', 'variant', 'present', 'delta', 'variant', 'covaxin', 'showed', 'efficacy', 'approximately', '']","['', 'ocgn', 'predomin', 'variant', 'present', 'delta', 'variant', 'covaxin', 'show', 'efficaci', 'approxim', '']"
1591,"RT @IndiaToday: 3 days after PM Modi's vaccine diplomacy, WHO gives clearance to #COVAXIN 
Know why it took so long for #COVAXIN to get WHO…", 3 days after pm modi s vaccine diplomacy  who gives clearance to  covaxin  know why it took so long for  covaxin to get who ,-0.05,0.4,neutral,0.0,1.0,0.0,0.0,125,24,  days after pm modi s vaccine diplomacy  who gives clearance to  covaxin  know why it took so long for  covaxin to get who ,"['', 'days', 'after', 'pm', 'modi', 's', 'vaccine', 'diplomacy', 'who', 'gives', 'clearance', 'to', 'covaxin', 'know', 'why', 'it', 'took', 'so', 'long', 'for', 'covaxin', 'to', 'get', 'who', '']","['', 'days', 'pm', 'modi', 'vaccine', 'diplomacy', 'gives', 'clearance', 'covaxin', 'know', 'took', 'long', 'covaxin', 'get', '']","['', 'day', 'pm', 'modi', 'vaccin', 'diplomaci', 'give', 'clearanc', 'covaxin', 'know', 'took', 'long', 'covaxin', 'get', '']"
1592,RT @HinduDharma1: Two official statements from Director Communications @WHO Specially for Andbhakts that #COVAXIN was cleared by Independen…, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,0.35714285714285715,0.5714285714285714,positive,0.0,0.909,0.091,0.1027,120,15, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,"['', 'two', 'official', 'statements', 'from', 'director', 'communications', 'specially', 'for', 'andbhakts', 'that', 'covaxin', 'was', 'cleared', 'by', 'independen', '']","['', 'two', 'official', 'statements', 'director', 'communications', 'specially', 'andbhakts', 'covaxin', 'cleared', 'independen', '']","['', 'two', 'offici', 'statement', 'director', 'commun', 'special', 'andbhakt', 'covaxin', 'clear', 'independen', '']"
1593,"RT @DDNewslive: On #Diwali, @WHO has given a special gift to India by approving #Covaxin. What will be the benefits of this step by WHO. Wa…", on  diwali    has given a special gift to india by approving  covaxin  what will be the benefits of this step by who  wa ,0.35714285714285715,0.5714285714285714,positive,0.0,0.699,0.301,0.802,122,23, on  diwali    has given a special gift to india by approving  covaxin  what will be the benefits of this step by who  wa ,"['', 'on', 'diwali', 'has', 'given', 'a', 'special', 'gift', 'to', 'india', 'by', 'approving', 'covaxin', 'what', 'will', 'be', 'the', 'benefits', 'of', 'this', 'step', 'by', 'who', 'wa', '']","['', 'diwali', 'given', 'special', 'gift', 'india', 'approving', 'covaxin', 'benefits', 'step', 'wa', '']","['', 'diwali', 'given', 'special', 'gift', 'india', 'approv', 'covaxin', 'benefit', 'step', 'wa', '']"
1594,"RT @JM_Scindia: Congratulations India, as we achieve yet another milestone in our fight against COVID-19.  #COVAXIN, gets nod from WHO for…", congratulations india  as we achieve yet another milestone in our fight against covid 19    covaxin  gets nod from who for ,0.0,0.0,positive,0.106,0.735,0.159,0.3182,124,20, congratulations india  as we achieve yet another milestone in our fight against covid     covaxin  gets nod from who for ,"['', 'congratulations', 'india', 'as', 'we', 'achieve', 'yet', 'another', 'milestone', 'in', 'our', 'fight', 'against', 'covid', 'covaxin', 'gets', 'nod', 'from', 'who', 'for', '']","['', 'congratulations', 'india', 'achieve', 'yet', 'another', 'milestone', 'fight', 'covid', 'covaxin', 'gets', 'nod', '']","['', 'congratul', 'india', 'achiev', 'yet', 'anoth', 'mileston', 'fight', 'covid', 'covaxin', 'get', 'nod', '']"
1595,Two official statements from Director Communications @WHO Specially for Andbhakts that #COVAXIN was cleared by Inde… https://t.co/e0JEbbAqVv,two official statements from director communications   specially for andbhakts that  covaxin was cleared by inde   ,0.35714285714285715,0.5714285714285714,positive,0.0,0.909,0.091,0.1027,115,15,two official statements from director communications   specially for andbhakts that  covaxin was cleared by inde   ,"['two', 'official', 'statements', 'from', 'director', 'communications', 'specially', 'for', 'andbhakts', 'that', 'covaxin', 'was', 'cleared', 'by', 'inde', '']","['two', 'official', 'statements', 'director', 'communications', 'specially', 'andbhakts', 'covaxin', 'cleared', 'inde', '']","['two', 'offici', 'statement', 'director', 'commun', 'special', 'andbhakt', 'covaxin', 'clear', 'ind', '']"
1596,#Covaxin in phase 3 trial of 25 k people had an efficacy of 78% against symptomatic infections with a vide variety… https://t.co/wKUIEcSsBd, covaxin in phase 3 trial of 25 k people had an efficacy of 78  against symptomatic infections with a vide variety   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,21, covaxin in phase  trial of  k people had an efficacy of   against symptomatic infections with a vide variety   ,"['', 'covaxin', 'in', 'phase', 'trial', 'of', 'k', 'people', 'had', 'an', 'efficacy', 'of', 'against', 'symptomatic', 'infections', 'with', 'a', 'vide', 'variety', '']","['', 'covaxin', 'phase', 'trial', 'k', 'people', 'efficacy', 'symptomatic', 'infections', 'vide', 'variety', '']","['', 'covaxin', 'phase', 'trial', 'k', 'peopl', 'efficaci', 'symptomat', 'infect', 'vide', 'varieti', '']"
1597,"@PriyankaPulla As someone who has taken #COVAXIN, I am relieved. As I see it, the WHO approval says that the risk i… https://t.co/KzXTo0wQKz",  as someone who has taken  covaxin  i am relieved  as i see it  the who approval says that the risk i   ,0.0,0.0,positive,0.092,0.658,0.25,0.5574,105,21,  as someone who has taken  covaxin  i am relieved  as i see it  the who approval says that the risk i   ,"['', 'as', 'someone', 'who', 'has', 'taken', 'covaxin', 'i', 'am', 'relieved', 'as', 'i', 'see', 'it', 'the', 'who', 'approval', 'says', 'that', 'the', 'risk', 'i', '']","['', 'someone', 'taken', 'covaxin', 'relieved', 'see', 'approval', 'says', 'risk', '']","['', 'someon', 'taken', 'covaxin', 'reliev', 'see', 'approv', 'say', 'risk', '']"
1598,$OCGN #Covaxin ⁦@WHO⁩ media briefing pay close attention between 26 min and 29 min.There are some really bold state… https://t.co/QVpGCWz84M, ocgn  covaxin     media briefing pay close attention between 26 min and 29 min there are some really bold state   ,0.3333333333333333,0.6666666666666666,positive,0.066,0.798,0.136,0.3597,115,19, ocgn  covaxin     media briefing pay close attention between  min and  min there are some really bold state   ,"['', 'ocgn', 'covaxin', 'media', 'briefing', 'pay', 'close', 'attention', 'between', 'min', 'and', 'min', 'there', 'are', 'some', 'really', 'bold', 'state', '']","['', 'ocgn', 'covaxin', 'media', 'briefing', 'pay', 'close', 'attention', 'min', 'min', 'really', 'bold', 'state', '']","['', 'ocgn', 'covaxin', 'media', 'brief', 'pay', 'close', 'attent', 'min', 'min', 'realli', 'bold', 'state', '']"
1599,"RT @FeminaIndia: #FeminaFab40: With all the attention on #Covaxin, Suchitra Ella, co-founder &amp; Joint Managing Director of Bharat Biotech, h…",  feminafab40  with all the attention on  covaxin  suchitra ella  co founder  amp  joint managing director of bharat biotech  h ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,128,19,  feminafab  with all the attention on  covaxin  suchitra ella  co founder  amp  joint managing director of bharat biotech  h ,"['', 'feminafab', 'with', 'all', 'the', 'attention', 'on', 'covaxin', 'suchitra', 'ella', 'co', 'founder', 'amp', 'joint', 'managing', 'director', 'of', 'bharat', 'biotech', 'h', '']","['', 'feminafab', 'attention', 'covaxin', 'suchitra', 'ella', 'co', 'founder', 'amp', 'joint', 'managing', 'director', 'bharat', 'biotech', 'h', '']","['', 'feminafab', 'attent', 'covaxin', 'suchitra', 'ella', 'co', 'founder', 'amp', 'joint', 'manag', 'director', 'bharat', 'biotech', 'h', '']"
1600,RT @bithika11: Naturally. No one expects the communications director of WHO to openly admit that WHO's denial of #COVAXIN thus far was poli…, naturally  no one expects the communications director of who to openly admit that who s denial of  covaxin thus far was poli ,0.016666666666666666,0.6333333333333333,negative,0.096,0.826,0.078,-0.1027,126,22, naturally  no one expects the communications director of who to openly admit that who s denial of  covaxin thus far was poli ,"['', 'naturally', 'no', 'one', 'expects', 'the', 'communications', 'director', 'of', 'who', 'to', 'openly', 'admit', 'that', 'who', 's', 'denial', 'of', 'covaxin', 'thus', 'far', 'was', 'poli', '']","['', 'naturally', 'one', 'expects', 'communications', 'director', 'openly', 'admit', 'denial', 'covaxin', 'thus', 'far', 'poli', '']","['', 'natur', 'one', 'expect', 'commun', 'director', 'openli', 'admit', 'denial', 'covaxin', 'thu', 'far', 'poli', '']"
1601,"RT @DARKSOULIMMORT1: Today's perman timings 👇👇👇

➡️ HUNGAMA  - 5:00pm onwards 
➡️ DISNEY CHANNEL - 6:00am onwards
➡️ DISNEY CHANNEL - 11:30…", today s perman timings         hungama    5 00pm onwards     disney channel   6 00am onwards    disney channel   11 30 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,17, today s perman timings         hungama     pm onwards     disney channel    am onwards    disney channel     ,"['', 'today', 's', 'perman', 'timings', 'hungama', 'pm', 'onwards', 'disney', 'channel', 'am', 'onwards', 'disney', 'channel', '']","['', 'today', 'perman', 'timings', 'hungama', 'pm', 'onwards', 'disney', 'channel', 'onwards', 'disney', 'channel', '']","['', 'today', 'perman', 'time', 'hungama', 'pm', 'onward', 'disney', 'channel', 'onward', 'disney', 'channel', '']"
1602,RT @Ihw_tv: World Health Organisation (WHO) has granted approval for Emergency Use Listing (EUL) to the Hyderabad-based Bharat Biotech's Co…, world health organisation  who  has granted approval for emergency use listing  eul  to the hyderabad based bharat biotech s co ,0.0,0.0,positive,0.11,0.675,0.215,0.3612,129,20, world health organisation  who  has granted approval for emergency use listing  eul  to the hyderabad based bharat biotech s co ,"['', 'world', 'health', 'organisation', 'who', 'has', 'granted', 'approval', 'for', 'emergency', 'use', 'listing', 'eul', 'to', 'the', 'hyderabad', 'based', 'bharat', 'biotech', 's', 'co', '']","['', 'world', 'health', 'organisation', 'granted', 'approval', 'emergency', 'use', 'listing', 'eul', 'hyderabad', 'based', 'bharat', 'biotech', 'co', '']","['', 'world', 'health', 'organis', 'grant', 'approv', 'emerg', 'use', 'list', 'eul', 'hyderabad', 'base', 'bharat', 'biotech', 'co', '']"
1603,"RT @Ihw_tv: Bharat Biotech's Covid-19 vaccine  Covaxin gets WHO approval.

#covaxin #covaxinbharathbiotech #Covaxinapproval #bharatbiotech…", bharat biotech s covid 19 vaccine  covaxin gets who approval    covaxin  covaxinbharathbiotech  covaxinapproval  bharatbiotech ,0.0,0.0,positive,0.0,0.795,0.205,0.4767,128,14, bharat biotech s covid  vaccine  covaxin gets who approval    covaxin  covaxinbharathbiotech  covaxinapproval  bharatbiotech ,"['', 'bharat', 'biotech', 's', 'covid', 'vaccine', 'covaxin', 'gets', 'who', 'approval', 'covaxin', 'covaxinbharathbiotech', 'covaxinapproval', 'bharatbiotech', '']","['', 'bharat', 'biotech', 'covid', 'vaccine', 'covaxin', 'gets', 'approval', 'covaxin', 'covaxinbharathbiotech', 'covaxinapproval', 'bharatbiotech', '']","['', 'bharat', 'biotech', 'covid', 'vaccin', 'covaxin', 'get', 'approv', 'covaxin', 'covaxinbharathbiotech', 'covaxinapprov', 'bharatbiotech', '']"
1604,#FPJEdit: The arrival of #Covaxin on the world map means one more #Vaccine is available to fight #Covid19… https://t.co/8pYMLfRLLk, fpjedit  the arrival of  covaxin on the world map means one more  vaccine is available to fight  covid19   ,0.45,0.45,negative,0.133,0.867,0.0,-0.3818,108,18, fpjedit  the arrival of  covaxin on the world map means one more  vaccine is available to fight  covid   ,"['', 'fpjedit', 'the', 'arrival', 'of', 'covaxin', 'on', 'the', 'world', 'map', 'means', 'one', 'more', 'vaccine', 'is', 'available', 'to', 'fight', 'covid', '']","['', 'fpjedit', 'arrival', 'covaxin', 'world', 'map', 'means', 'one', 'vaccine', 'available', 'fight', 'covid', '']","['', 'fpjedit', 'arriv', 'covaxin', 'world', 'map', 'mean', 'one', 'vaccin', 'avail', 'fight', 'covid', '']"
1605,"RT @WHO: #Covaxin was found to have 78% efficacy against #COVID19 of any severity, 14 or more days after the second dose, and is extremely…",  covaxin was found to have 78  efficacy against  covid19 of any severity  14 or more days after the second dose  and is extremely ,0.125,0.5,neutral,0.0,1.0,0.0,0.0,131,23,  covaxin was found to have   efficacy against  covid of any severity   or more days after the second dose  and is extremely ,"['', 'covaxin', 'was', 'found', 'to', 'have', 'efficacy', 'against', 'covid', 'of', 'any', 'severity', 'or', 'more', 'days', 'after', 'the', 'second', 'dose', 'and', 'is', 'extremely', '']","['', 'covaxin', 'found', 'efficacy', 'covid', 'severity', 'days', 'second', 'dose', 'extremely', '']","['', 'covaxin', 'found', 'efficaci', 'covid', 'sever', 'day', 'second', 'dose', 'extrem', '']"
1606,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1607,"RT @Geethak_MP: A proud moment for Bharat as the #COVID19 vaccine of @BharatBiotech #COVAXIN granted EUL by the @WHO! 

A historical achiev…", a proud moment for bharat as the  covid19 vaccine of    covaxin granted eul by the      a historical achiev ,0.4,0.5,positive,0.0,0.733,0.267,0.6249,109,18, a proud moment for bharat as the  covid vaccine of    covaxin granted eul by the      a historical achiev ,"['', 'a', 'proud', 'moment', 'for', 'bharat', 'as', 'the', 'covid', 'vaccine', 'of', 'covaxin', 'granted', 'eul', 'by', 'the', 'a', 'historical', 'achiev', '']","['', 'proud', 'moment', 'bharat', 'covid', 'vaccine', 'covaxin', 'granted', 'eul', 'historical', 'achiev', '']","['', 'proud', 'moment', 'bharat', 'covid', 'vaccin', 'covaxin', 'grant', 'eul', 'histor', 'achiev', '']"
1608,RT @N_RamchanderRao: Congratulations to @BharatBiotech as #COVAXIN is now in the portfolio of vaccines validated by @WHO for the prevention…, congratulations to   as  covaxin is now in the portfolio of vaccines validated by   for the prevention ,0.0,0.0,positive,0.0,0.707,0.293,0.7003,104,16, congratulations to   as  covaxin is now in the portfolio of vaccines validated by   for the prevention ,"['', 'congratulations', 'to', 'as', 'covaxin', 'is', 'now', 'in', 'the', 'portfolio', 'of', 'vaccines', 'validated', 'by', 'for', 'the', 'prevention', '']","['', 'congratulations', 'covaxin', 'portfolio', 'vaccines', 'validated', 'prevention', '']","['', 'congratul', 'covaxin', 'portfolio', 'vaccin', 'valid', 'prevent', '']"
1609,@ramadassmysuru sir this is my daughter from Mysuru your K R Constituency. #COVAXIN https://t.co/evkbP6ullv,  sir this is my daughter from mysuru your k r constituency   covaxin  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,71,12,  sir this is my daughter from mysuru your k r constituency   covaxin  ,"['', 'sir', 'this', 'is', 'my', 'daughter', 'from', 'mysuru', 'your', 'k', 'r', 'constituency', 'covaxin', '']","['', 'sir', 'daughter', 'mysuru', 'k', 'r', 'constituency', 'covaxin', '']","['', 'sir', 'daughter', 'mysuru', 'k', 'r', 'constitu', 'covaxin', '']"
1610,@mepratap sir this is my daughter from Mysuru your K R Constituency. #COVAXIN https://t.co/RFFEsSwbJ1,  sir this is my daughter from mysuru your k r constituency   covaxin  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,71,12,  sir this is my daughter from mysuru your k r constituency   covaxin  ,"['', 'sir', 'this', 'is', 'my', 'daughter', 'from', 'mysuru', 'your', 'k', 'r', 'constituency', 'covaxin', '']","['', 'sir', 'daughter', 'mysuru', 'k', 'r', 'constituency', 'covaxin', '']","['', 'sir', 'daughter', 'mysuru', 'k', 'r', 'constitu', 'covaxin', '']"
1611,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1612,RT @ArgusNews_in: Bharat Biotech's #COVAXIN gets WHO approval for Emergency Use Listing (EUL), bharat biotech s  covaxin gets who approval for emergency use listing  eul ,0.0,0.0,positive,0.177,0.612,0.211,0.128,76,12, bharat biotech s  covaxin gets who approval for emergency use listing  eul ,"['', 'bharat', 'biotech', 's', 'covaxin', 'gets', 'who', 'approval', 'for', 'emergency', 'use', 'listing', 'eul', '']","['', 'bharat', 'biotech', 'covaxin', 'gets', 'approval', 'emergency', 'use', 'listing', 'eul', '']","['', 'bharat', 'biotech', 'covaxin', 'get', 'approv', 'emerg', 'use', 'list', 'eul', '']"
1613,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
1614,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 05/11 at 09:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:6… https://t.co/RfjLlGV0SP",45   bbmp  bengaluru  covidvaccine availability for 05 11 at 09 30am free slots 0 paid slots   covishield   dose1 6   ,0.4,0.8,positive,0.0,0.829,0.171,0.5106,118,19,   bbmp  bengaluru  covidvaccine availability for   at  am free slots  paid slots   covishield   dose    ,"['', 'bbmp', 'bengaluru', 'covidvaccine', 'availability', 'for', 'at', 'am', 'free', 'slots', 'paid', 'slots', 'covishield', 'dose', '']","['', 'bbmp', 'bengaluru', 'covidvaccine', 'availability', 'free', 'slots', 'paid', 'slots', 'covishield', 'dose', '']","['', 'bbmp', 'bengaluru', 'covidvaccin', 'avail', 'free', 'slot', 'paid', 'slot', 'covishield', 'dose', '']"
1615,RT @bithika11: Naturally. No one expects the communications director of WHO to openly admit that WHO's denial of #COVAXIN thus far was poli…, naturally  no one expects the communications director of who to openly admit that who s denial of  covaxin thus far was poli ,0.016666666666666666,0.6333333333333333,negative,0.096,0.826,0.078,-0.1027,126,22, naturally  no one expects the communications director of who to openly admit that who s denial of  covaxin thus far was poli ,"['', 'naturally', 'no', 'one', 'expects', 'the', 'communications', 'director', 'of', 'who', 'to', 'openly', 'admit', 'that', 'who', 's', 'denial', 'of', 'covaxin', 'thus', 'far', 'was', 'poli', '']","['', 'naturally', 'one', 'expects', 'communications', 'director', 'openly', 'admit', 'denial', 'covaxin', 'thus', 'far', 'poli', '']","['', 'natur', 'one', 'expect', 'commun', 'director', 'openli', 'admit', 'denial', 'covaxin', 'thu', 'far', 'poli', '']"
1616,RT @Naveen_Odisha: Congratulate @BharatBiotech as the Technical Advisory Group of @WHO has recommended the emergency use of ‘#Covaxin’ vacc…, congratulate   as the technical advisory group of   has recommended the emergency use of   covaxin  vacc ,0.0,0.1,positive,0.133,0.612,0.255,0.34,106,15, congratulate   as the technical advisory group of   has recommended the emergency use of   covaxin  vacc ,"['', 'congratulate', 'as', 'the', 'technical', 'advisory', 'group', 'of', 'has', 'recommended', 'the', 'emergency', 'use', 'of', 'covaxin', 'vacc', '']","['', 'congratulate', 'technical', 'advisory', 'group', 'recommended', 'emergency', 'use', 'covaxin', 'vacc', '']","['', 'congratul', 'technic', 'advisori', 'group', 'recommend', 'emerg', 'use', 'covaxin', 'vacc', '']"
1617,"RT @WHO: 🆕 WHO has granted emergency use listing (EUL) to #COVAXIN® (developed by Bharat Biotech), adding to a growing portfolio of vaccine…",   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,0.1,0.3,positive,0.117,0.717,0.166,0.0258,132,20,   who has granted emergency use listing  eul  to  covaxin   developed by bharat biotech   adding to a growing portfolio of vaccine ,"['', 'who', 'has', 'granted', 'emergency', 'use', 'listing', 'eul', 'to', 'covaxin', 'developed', 'by', 'bharat', 'biotech', 'adding', 'to', 'a', 'growing', 'portfolio', 'of', 'vaccine', '']","['', 'granted', 'emergency', 'use', 'listing', 'eul', 'covaxin', 'developed', 'bharat', 'biotech', 'adding', 'growing', 'portfolio', 'vaccine', '']","['', 'grant', 'emerg', 'use', 'list', 'eul', 'covaxin', 'develop', 'bharat', 'biotech', 'ad', 'grow', 'portfolio', 'vaccin', '']"
