,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
750,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
751,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
752,🚨 Finland approves India's #Covaxin vaccine against #COVID19,  finland approves india s  covaxin vaccine against  covid19,0.0,0.0,positive,0.0,0.69,0.31,0.4019,60,8,  finland approves india s  covaxin vaccine against  covid,"['', 'finland', 'approves', 'india', 's', 'covaxin', 'vaccine', 'against', 'covid']","['', 'finland', 'approves', 'india', 'covaxin', 'vaccine', 'covid']","['', 'finland', 'approv', 'india', 'covaxin', 'vaccin', 'covid']"
753,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
754,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
755,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
756,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍@WHO grants emergency use listing for Made in India #COVID19 vaccine- #COVAXIN 

#Unite2FightCoro…",  indiafightscorona      grants emergency use listing for made in india  covid19 vaccine   covaxin    unite2fightcoro ,0.0,0.0,negative,0.168,0.71,0.123,-0.1779,118,13,  indiafightscorona      grants emergency use listing for made in india  covid vaccine   covaxin    unitefightcoro ,"['', 'indiafightscorona', 'grants', 'emergency', 'use', 'listing', 'for', 'made', 'in', 'india', 'covid', 'vaccine', 'covaxin', 'unitefightcoro', '']","['', 'indiafightscorona', 'grants', 'emergency', 'use', 'listing', 'made', 'india', 'covid', 'vaccine', 'covaxin', 'unitefightcoro', '']","['', 'indiafightscorona', 'grant', 'emerg', 'use', 'list', 'made', 'india', 'covid', 'vaccin', 'covaxin', 'unitefightcoro', '']"
757,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
758,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
759,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
760,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
761,RT @business_today: WHO Director General @DrTedros made the remarks a day after the #WHO granted emergency use approval for #BharatBiotech’…, who director general   made the remarks a day after the  who granted emergency use approval for  bharatbiotech  ,0.05000000000000002,0.5,positive,0.126,0.628,0.246,0.3612,113,17, who director general   made the remarks a day after the  who granted emergency use approval for  bharatbiotech  ,"['', 'who', 'director', 'general', 'made', 'the', 'remarks', 'a', 'day', 'after', 'the', 'who', 'granted', 'emergency', 'use', 'approval', 'for', 'bharatbiotech', '']","['', 'director', 'general', 'made', 'remarks', 'day', 'granted', 'emergency', 'use', 'approval', 'bharatbiotech', '']","['', 'director', 'gener', 'made', 'remark', 'day', 'grant', 'emerg', 'use', 'approv', 'bharatbiotech', '']"
762,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
763,WHO Director General @DrTedros made the remarks a day after the #WHO granted emergency use approval for… https://t.co/6fZhl9sw3I,who director general   made the remarks a day after the  who granted emergency use approval for   ,0.05000000000000002,0.5,positive,0.132,0.609,0.259,0.3612,98,16,who director general   made the remarks a day after the  who granted emergency use approval for   ,"['who', 'director', 'general', 'made', 'the', 'remarks', 'a', 'day', 'after', 'the', 'who', 'granted', 'emergency', 'use', 'approval', 'for', '']","['director', 'general', 'made', 'remarks', 'day', 'granted', 'emergency', 'use', 'approval', '']","['director', 'gener', 'made', 'remark', 'day', 'grant', 'emerg', 'use', 'approv', '']"
764,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
765,"RT @DrSJaishankar: Welcome @WHO’s decision to grant Emergency Use Listing to #COVAXIN. 

It facilitates travel for many Indian citizens and…", welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,0.65,0.7,positive,0.118,0.633,0.249,0.4404,119,18, welcome   s decision to grant emergency use listing to  covaxin    it facilitates travel for many indian citizens and ,"['', 'welcome', 's', 'decision', 'to', 'grant', 'emergency', 'use', 'listing', 'to', 'covaxin', 'it', 'facilitates', 'travel', 'for', 'many', 'indian', 'citizens', 'and', '']","['', 'welcome', 'decision', 'grant', 'emergency', 'use', 'listing', 'covaxin', 'facilitates', 'travel', 'many', 'indian', 'citizens', '']","['', 'welcom', 'decis', 'grant', 'emerg', 'use', 'list', 'covaxin', 'facilit', 'travel', 'mani', 'indian', 'citizen', '']"
766,RT @HinduDharma1: Two official statements from Director Communications @WHO Specially for Andbhakts that #COVAXIN was cleared by Independen…, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,0.35714285714285715,0.5714285714285714,positive,0.0,0.909,0.091,0.1027,120,15, two official statements from director communications   specially for andbhakts that  covaxin was cleared by independen ,"['', 'two', 'official', 'statements', 'from', 'director', 'communications', 'specially', 'for', 'andbhakts', 'that', 'covaxin', 'was', 'cleared', 'by', 'independen', '']","['', 'two', 'official', 'statements', 'director', 'communications', 'specially', 'andbhakts', 'covaxin', 'cleared', 'independen', '']","['', 'two', 'offici', 'statement', 'director', 'commun', 'special', 'andbhakt', 'covaxin', 'clear', 'independen', '']"
767,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
768,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
769,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
770,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
771,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
772,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
773,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
774,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
775,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
776,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
777,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
778,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
779,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
780,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
781,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
782,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
783,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
784,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
